index,name,emailAddress,anonId,contactKey,contactId,daysFirstSeen,daysJoined
184,rbillingsley,rbillingsley.10000.0183@hotmail.marketingclouddemo.com,9e03f2196a096861b0b80998c5be4cf0,100000183,00862c22dbc3da4654,234,181
185,jpark,jpark.10000.0184@hotmail.marketingclouddemo.com,38f6ada6f7b2e0564b2598a78472962c,100000184,00cc4d038615974b4b,303,255
186,lkane,lkane.10000.0185@gmail.marketingclouddemo.com,5aacc13d359db75f404db8829fdb8669,100000185,00f1a1343ba13d4ec5,205,185
187,rlangston,rlangston.10000.0186@aol.marketingclouddemo.com,47f3639a29cb16160a51a9a1b164b03a,100000186,0065ce85a41609477a,355,127
188,latwell,latwell.10000.0187@yahoo.marketingclouddemo.com,1f94551d8fcfb143c16e161adf074427,100000187,009c316e68f78f40cb,120,21
189,icaballero,icaballero.10000.0188@hotmail.marketingclouddemo.com,09432d9a9b0668383a2c705ad7fabb63,100000188,00d0ac85c01dd74da5,40,9
190,lbabb,lbabb.10000.0189@hotmail.marketingclouddemo.com,899cbdb6ade87aa9bf749e602a5cb9f2,100000189,00c688c7731d704414,217,185
191,bsouthard,bsouthard.10000.0190@hotmail.marketingclouddemo.com,77af0a41a40dd0f23b5718f91e0610ea,100000190,00e1abc87c6c4543ce,289,26
192,ireichert,ireichert.10000.0191@hotmail.marketingclouddemo.com,5b29778f4a6363065bfa4f66ced2075f,100000191,004fd4232ebce74c4c,27,6
193,vperalta,vperalta.10000.0192@hotmail.marketingclouddemo.com,94bf82ef00fde320e3d9121cf7d5c977,100000192,00a79900ba2b4f4f8d,28,23
194,abarr,abarr.10000.0193@hotmail.marketingclouddemo.com,a10a748d312c6c28eefce68e6ed5b3d4,100000193,0089d8fdf81f2f4f36,339,339
195,qfairbanks,qfairbanks.10000.0194@gmail.marketingclouddemo.com,fab0ea1a4a83847337caab2f44bf4f6a,100000194,0099948bc27d8b453a,246,54
196,wcostello,wcostello.10000.0195@hotmail.marketingclouddemo.com,d3ce7d59fa5d72c6780397c6eb5af852,100000195,009f19f72739a741a2,201,127
197,aduarte,aduarte.10000.0196@gmail.marketingclouddemo.com,7a1b112bb967b84558a2666c97cac244,100000196,00b04785ea21fe47ec,136,102
198,qmcpherson,qmcpherson.10000.0197@gmail.marketingclouddemo.com,43189be767adcb3983b65d07e3eb5668,100000197,006ed3c57df17946ae,153,73
199,mcalhoun,mcalhoun.10000.0198@gmail.marketingclouddemo.com,e6d459b4e684fda92a810391a5bb9ce9,100000198,008ea8e9dcfee04e38,209,70
200,fmcgraw,fmcgraw.10000.0199@yahoo.marketingclouddemo.com,653ef7fb8b815311d17be9aa364e4062,100000199,00fc0b22c3776f415e,43,19
201,vhumphreys,vhumphreys.10000.0200@hotmail.marketingclouddemo.com,a5c17d5e627a9ba45e4acf34f5a27bda,100000200,006ad0fb9164334fed,319,176
202,amccall,amccall.10000.0201@hotmail.marketingclouddemo.com,5e095e19036e3ac29268b39c36fafae9,100000201,00c7f2de07147f4b12,203,135
203,lpurvis,lpurvis.10000.0202@gmail.marketingclouddemo.com,c0a2af546bb0507ab8fec8c646bc155e,100000202,0065e4e664cd8b4b33,278,254
204,rtrammell,rtrammell.10000.0203@yahoo.marketingclouddemo.com,d23792ff3339b344fd5b15086de7eeca,100000203,009e0cc0a6f78b472a,332,68
205,chalverson,chalverson.10000.0204@yahoo.marketingclouddemo.com,aa9e48fa1b1e318357a544107ecf495f,100000204,00a3e125a0aec64b3c,163,19
206,mharness,mharness.10000.0205@yahoo.marketingclouddemo.com,83e501fec2226475367c31cd285208ad,100000205,005c5aa0a8994d4051,37,34
207,acole,acole.10000.0206@hotmail.marketingclouddemo.com,f811bdd539b71d787d3bd4d12064e9fb,100000206,00f4d5844283ef48e3,257,13
208,clinton,clinton.10000.0207@hotmail.marketingclouddemo.com,47a4e65f9d5528322b8dcdad785c726b,100000207,00a9602492a0004b57,114,51
209,gpitts,gpitts.10000.0208@gmail.marketingclouddemo.com,e3b779e941d3aad2782228d648c81773,100000208,006c4bc9c71beb49f6,312,149
210,lholcomb,lholcomb.10000.0209@hotmail.marketingclouddemo.com,b498dea3f3532ce36d5ed33b97b7a141,100000209,0053b028d2ed06465f,326,168
211,hstout,hstout.10000.0210@yahoo.marketingclouddemo.com,633dfd02c8a59a4a6e410503d49b4e0c,100000210,004e2c803daeff4ea5,212,9
212,kbarajas,kbarajas.10000.0211@yahoo.marketingclouddemo.com,8ca6129e8a724840644899a2818f87ff,100000211,0041923111cbef490a,339,91
213,gsikes,gsikes.10000.0212@gmail.marketingclouddemo.com,935d95c4181b3a53a9f7101aae1f2176,100000212,0063a7acdbd3674a85,75,3
214,mbolton,mbolton.10000.0213@hotmail.marketingclouddemo.com,d1f62c66b0a967be98466b49ab28f9ac,100000213,0097c1d2a07c014aca,167,58
215,gthames,gthames.10000.0214@gmail.marketingclouddemo.com,6c8339903c3fe1da44597b31a9c84441,100000214,00cce1f420f79e4fc8,135,93
216,ebarba,ebarba.10000.0215@gmail.marketingclouddemo.com,7eefeea16c9bac79be439538010a569f,100000215,0057fc06be2e0d4864,99,81
217,ablackwood,ablackwood.10000.0216@gmail.marketingclouddemo.com,6a4fb27d2186295e04e2905f0f60dec1,100000216,000612a6327c31407c,226,59
218,jmontgomery,jmontgomery.10000.0217@gmail.marketingclouddemo.com,11172787a02da149f146f6fe85911bed,100000217,0057aa614d0b0b4d72,361,71
219,bparis,bparis.10000.0218@gmail.marketingclouddemo.com,87da94630d1352e1a907dd9fc9b43b27,100000218,00b3b135a0cd9a4723,110,3
220,ebiddle,ebiddle.10000.0219@gmail.marketingclouddemo.com,f316a141e93620207e7ab017ddbaf661,100000219,00158c721458af4a2a,100,17
221,ngoodrich,ngoodrich.10000.0220@gmail.marketingclouddemo.com,80bf3eb5874111f5fc385de4f9ef51d6,100000220,000560eba951e443b6,335,48
222,breeves,breeves.10000.0221@hotmail.marketingclouddemo.com,7c857a80a7d007f636401ff23f4985bf,100000221,0094e125c237834e70,252,78
223,nfuller,nfuller.10000.0222@gmail.marketingclouddemo.com,0162e381a522d91250adb9af0cfcf3b6,100000222,00767a1230b0274af2,327,184
224,hgrant,hgrant.10000.0223@yahoo.marketingclouddemo.com,ff0684dba7586174986b03e508916416,100000223,00697230575c794bc9,36,8
225,averdin,averdin.10000.0224@gmail.marketingclouddemo.com,6d86f284c56326d54371e0c87ceb084d,100000224,00482f96b3c99348d6,110,89
226,ncrayton,ncrayton.10000.0225@hotmail.marketingclouddemo.com,240771d4aa66ac37feb9931ea0816633,100000225,001192627fb510471a,66,20
227,gdunbar,gdunbar.10000.0226@hotmail.marketingclouddemo.com,b2cd7d5230c3dae78bd2c2d482131650,100000226,00e28ccd73203d44d6,215,215
228,mfarnsworth,mfarnsworth.10000.0227@yahoo.marketingclouddemo.com,037beb7bd5ec29172bafab9774a0b78a,100000227,00bac441dcf3d94553,305,209
229,dflanagan,dflanagan.10000.0228@gmail.marketingclouddemo.com,689df028807fa351540a349839c0d436,100000228,0040b308e0960e41f9,250,100
230,cmills,cmills.10000.0229@yahoo.marketingclouddemo.com,ba45d072577526345b5a3cf28348ac3f,100000229,0069f487c7042e4d35,187,84
231,dsweeney,dsweeney.10000.0230@gmail.marketingclouddemo.com,5af8e25f4f27b5f5088c1c50159c582e,100000230,009e787bb9164a4e93,221,71
232,mstrunk,mstrunk.10000.0231@hotmail.marketingclouddemo.com,37ba9ddf51fb6431d6159073544593eb,100000231,0061d02e43ebd24637,331,215
233,lrousseau,lrousseau.10000.0232@hotmail.marketingclouddemo.com,f7948a8f97476159916b702205855230,100000232,009d1c8e1a76604903,250,210
234,tedgar,tedgar.10000.0233@gmail.marketingclouddemo.com,fd45c14c91eade3e2f5ef8bbd6bf6135,100000233,0052ecfca5bd6d4023,234,157
235,jsnyder,jsnyder.10000.0234@yahoo.marketingclouddemo.com,01906d40081dfe94fb519b1e5bdf1c1a,100000234,001a5eb210fff54481,256,174
236,abriggs,abriggs.10000.0235@gmail.marketingclouddemo.com,0174f93a8293608d878004b89dbed5eb,100000235,001d24dbc755404c85,77,60
237,rtang,rtang.10000.0236@gmail.marketingclouddemo.com,85788a7e12b36fc568c29632a3f6667b,100000236,00a21fb1e518ad4ed1,45,31
238,amullen,amullen.10000.0237@hotmail.marketingclouddemo.com,92e6e871847f1435a03c9b04bc3393da,100000237,005294e776028e4c07,343,110
239,rsnider,rsnider.10000.0238@gmail.marketingclouddemo.com,dce38bd48905c2de8e1870ccb3a228a8,100000238,002fa2b992212841d0,210,77
240,fandersen,fandersen.10000.0239@hotmail.marketingclouddemo.com,92ebf409df7bec4c5230ed319c5f79f8,100000239,00558ea600f9864aa8,72,71
241,kcady,kcady.10000.0240@yahoo.marketingclouddemo.com,2414b80373108920191bba1cf1a8220a,100000240,000f530875dff64673,134,114
242,tword,tword.10000.0241@hotmail.marketingclouddemo.com,8b57a3859b3d7fb3d1dc3be3581a7113,100000241,00c229485499df464d,279,202
243,mhand,mhand.10000.0242@gmail.marketingclouddemo.com,7cf85168501647943caac13712338a0c,100000242,00daf842929de84a3e,283,108
244,ttownes,ttownes.10000.0243@gmail.marketingclouddemo.com,4ca095a4c5429295bc1015200ec3bf74,100000243,00a1a01fe27b36474e,171,134
245,vcoffey,vcoffey.10000.0244@gmail.marketingclouddemo.com,b318758631519c3d4660bc651eb1ac14,100000244,009e08edeab9334f39,107,43
246,spetit,spetit.10000.0245@yahoo.marketingclouddemo.com,64391e5aa284c5814a155cbe813993b8,100000245,00f96ac973efef45d1,129,122
247,mferraro,mferraro.10000.0246@gmail.marketingclouddemo.com,099a45b5d5291ec1ddd1566c9c4ddb57,100000246,00da0399fa9f61407a,302,207
248,lmoll,lmoll.10000.0247@gmail.marketingclouddemo.com,34b81ff648816a9435e3c115c3d2a704,100000247,0046181c6f674f4b38,17,15
249,kworden,kworden.10000.0248@hotmail.marketingclouddemo.com,0e38460be3315ae40189147cd58cf5ea,100000248,00db0bbaf17d2f4308,173,151
250,ckellum,ckellum.10000.0249@yahoo.marketingclouddemo.com,443f6f782e58a7a75b19fe4e5e93cf47,100000249,0017249e81367841fc,120,19
251,bsouth,bsouth.10000.0250@gmail.marketingclouddemo.com,78bbad40ffb6d59f3bc184fa5d0b6615,100000250,001882a709f83f4afe,231,50
252,jmiles,jmiles.10000.0251@gmail.marketingclouddemo.com,1b29c012dffd1c195ea3f53033102aa8,100000251,00a78e0a9d6bc44520,223,165
253,eegan,eegan.10000.0252@yahoo.marketingclouddemo.com,f8cec8e0ff26fa8bb8038ec9df1c5bfa,100000252,007f156cdf5b344005,307,181
254,ikelleher,ikelleher.10000.0253@gmail.marketingclouddemo.com,7f8659987d60463bda363a89f57f7751,100000253,0059f244751ce24b71,223,119
255,abarnette,abarnette.10000.0254@gmail.marketingclouddemo.com,5128e1bdd0b05cccfdafc643d2c16424,100000254,00750f1479948143a3,65,63
256,tsharkey,tsharkey.10000.0255@verizon.marketingclouddemo.com,6b3a7737c11b39b8501e83e5aff24548,100000255,00a897d4c8ffcb4d6f,311,192
257,jhoskins,jhoskins.10000.0256@gmail.marketingclouddemo.com,23d110cfd9adc6ef2ee2d98c9525022f,100000256,005b5655dd1f1c4ac0,311,310
258,ahinson,ahinson.10000.0257@yahoo.marketingclouddemo.com,1b249ed495951ba222bbac418a921b00,100000257,00a65acce8529e4759,116,80
259,madamson,madamson.10000.0258@hotmail.marketingclouddemo.com,f0c78922830b6734135b3e5b270636c0,100000258,00d7fe157255d04094,14,14
260,nstearns,nstearns.10000.0259@gmail.marketingclouddemo.com,0694e992ef308ef1d1a53b534d922949,100000259,00ad43d755109a4171,83,14
261,chamilton,chamilton.10000.0260@gmail.marketingclouddemo.com,403d4c63b06c2cdb0aa86cd99a75dae3,100000260,0029b789d322d341ae,24,16
262,dputnam,dputnam.10000.0261@yahoo.marketingclouddemo.com,7d19aeead2b1d23afa7df457f3d14104,100000261,00873ad5be2764420a,363,338
263,kmorris,kmorris.10000.0262@yahoo.marketingclouddemo.com,25e8aa6c74a64a92845886bab3505878,100000262,006c68e8ec8e8d4aca,343,148
264,mwayne,mwayne.10000.0263@hotmail.marketingclouddemo.com,9e1bac4d223e01bbc4dab92de4b6a17c,100000263,00d67c2fff9cc543a8,263,114
265,dwatson,dwatson.10000.0264@hotmail.marketingclouddemo.com,97c70265fdca11fcc08c0169a2e04a27,100000264,007810ccd0dfb9438e,74,72
266,sholt,sholt.10000.0265@gmail.marketingclouddemo.com,bc0b57206490cf2819cd29c6685d9a07,100000265,00177f1b532be0427f,40,27
267,vgauthier,vgauthier.10000.0266@aol.marketingclouddemo.com,136fe7b3d8fc202b7fa302927a1ad300,100000266,00f393de47dcbd4ea1,80,49
268,ksantos,ksantos.10000.0267@yahoo.marketingclouddemo.com,3b4efcbb16ac8e3b465f259dbdca08bd,100000267,00af9d6108cc404be4,21,19
269,bsaxton,bsaxton.10000.0268@aol.marketingclouddemo.com,d3c901ab301eab1508a5416cd276d527,100000268,0039373f826bcb4812,292,151
270,apetty,apetty.10000.0269@gmail.marketingclouddemo.com,f3c22032cebe8bab9feccc8266bfdba7,100000269,00bafb8afb20ec4c65,50,15
271,bmurphy,bmurphy.10000.0270@gmail.marketingclouddemo.com,72393eafc371bbb898508ae0a886c27c,100000270,005f886e7fcd6946f1,26,25
272,abarger,abarger.10000.0271@yahoo.marketingclouddemo.com,36cd35940ce5855f5f5a9b9daa8cee9e,100000271,00655ce71c842c464e,289,136
273,cfeeney,cfeeney.10000.0272@gmail.marketingclouddemo.com,bd35ee4f89347e82a228c544a0b43dae,100000272,00dd039daea7ee46b9,60,28
274,jsavage,jsavage.10000.0273@hotmail.marketingclouddemo.com,3db6f87adf500af587f1de710e65271f,100000273,00f2486dcb5222477c,62,45
275,isalmon,isalmon.10000.0274@hotmail.marketingclouddemo.com,52a1a7d64c184494a06004b2c21cd02b,100000274,0003b737c8d8b84465,201,105
276,ralbrecht,ralbrecht.10000.0275@hotmail.marketingclouddemo.com,49c3ac4c883da4e477a9d1ed1346d029,100000275,00d2a9f0cc65f74f9b,361,31
277,bfinley,bfinley.10000.0276@hotmail.marketingclouddemo.com,6840911af145db392edee65f5e6fe349,100000276,006536281d7dfe4780,268,72
278,rcollazo,rcollazo.10000.0277@gmail.marketingclouddemo.com,8e8982a3ef3c5cbfb72be5ec20083f14,100000277,0046573c6d6550463d,227,15
279,cpuckett,cpuckett.10000.0278@gmail.marketingclouddemo.com,6244a2ec8ea15d6f497c278d6471f2da,100000278,00aad40ba5ec594b10,301,301
280,jsepulveda,jsepulveda.10000.0279@gmail.marketingclouddemo.com,854b3f49f5f7cf27adb8faae88044409,100000279,0056b1346f36064110,40,12
281,bschofield,bschofield.10000.0280@gmail.marketingclouddemo.com,0d70ba27b889a4eb005cfd0f350a7513,100000280,0095b86de25d75421a,256,200
282,ogabriel,ogabriel.10000.0281@gmail.marketingclouddemo.com,eecf020ce5cd58363d8fe7bae44c99d5,100000281,00bf289e0a695e44fb,273,82
283,mgeorge,mgeorge.10000.0282@gmail.marketingclouddemo.com,e1652705351b770eee03562514b3f927,100000282,00badd9c94bc604dbb,106,66
284,jlevy,jlevy.10000.0283@gmail.marketingclouddemo.com,663fc6b7e05280b6af2cdfe3e811c5cb,100000283,00d0c7741cca09471f,308,2
285,bgist,bgist.10000.0284@yahoo.marketingclouddemo.com,7a1cc703449a7837721451b30c02d567,100000284,0045621cf143a7422f,96,8
286,mwynne,mwynne.10000.0285@yahoo.marketingclouddemo.com,f749af9922bd416bcac02a471b50cacb,100000285,0082e8414468bc423e,327,326
287,lflaherty,lflaherty.10000.0286@aol.marketingclouddemo.com,73ea58046f93b547ab74c31a3ee870c0,100000286,00228d8e480c0a4a96,179,110
288,lherrera,lherrera.10000.0287@hotmail.marketingclouddemo.com,f3b80d00b9722feeb95e9d8ee8d994c0,100000287,003d9b543b04d94a82,132,20
289,wwicker,wwicker.10000.0288@hotmail.marketingclouddemo.com,5ae89595330986cb9897167e24de7f9b,100000288,00b4f15a50322a4686,174,147
290,dcurtis,dcurtis.10000.0289@comcast.marketingclouddemo.com,33acdef1caf69fa2ffa86668b2a28c8d,100000289,00f91c706d0642461a,17,12
291,chanes,chanes.10000.0290@yahoo.marketingclouddemo.com,843f3be1732b142b12572daf049a6367,100000290,00a6ec88964c9f4d71,257,250
292,wguy,wguy.10000.0291@yahoo.marketingclouddemo.com,e6f28e6f4fd9e1bb3ea924820169c9dc,100000291,00bb8fd57db8604f5d,242,108
293,mhicks,mhicks.10000.0292@hotmail.marketingclouddemo.com,0ba029202719885d74055954389c8711,100000292,00f806f499dd3b4228,187,17
294,scastleberry,scastleberry.10000.0293@hotmail.marketingclouddemo.com,8a17ad3de0ffa0fdfeecd13312e9a492,100000293,001c27228dd81d49a1,311,53
295,bconner,bconner.10000.0294@yahoo.marketingclouddemo.com,354dd088b42561009384c922ee28ec56,100000294,0057aa3b64f0ed40a9,195,108
296,smoore,smoore.10000.0295@hotmail.marketingclouddemo.com,cb14b21d8d4bf485ba1b172b8cf2b7de,100000295,00668ae20f8d4d41ec,55,10
297,cgoins,cgoins.10000.0296@gmail.marketingclouddemo.com,f74873cd22bc84990428924bbc36a294,100000296,00af571cf60ed14bc3,228,133
298,mgresham,mgresham.10000.0297@gmail.marketingclouddemo.com,e7da6c69ac31b53946afd87d56dc08b1,100000297,00a740987fb26242ad,139,21
299,gweiner,gweiner.10000.0298@yahoo.marketingclouddemo.com,7e1c82c03e90036f2f07de85a9abe632,100000298,004313c856182e4f60,306,193
300,ajeffery,ajeffery.10000.0299@gmail.marketingclouddemo.com,244e6971f44097cae9a5314e3b816f39,100000299,001130e2a0611f41bb,44,16
301,ecolwell,ecolwell.10000.0300@hotmail.marketingclouddemo.com,cc0065586915c008824ec3bf31514a1a,100000300,00a772601e59734f2d,357,305
302,amurillo,amurillo.10000.0301@yahoo.marketingclouddemo.com,f0d9cb4ef7a8f19cb126fbe4544c3403,100000301,0083b4817d14364549,20,8
303,dahern,dahern.10000.0302@gmail.marketingclouddemo.com,cbbc18bd0b2499a872f4deedc40642c8,100000302,00f4ffb905a6bc4e8c,307,75
304,bchapman,bchapman.10000.0303@gmail.marketingclouddemo.com,b6d94463ed271b66275c75b2a38f49bc,100000303,0084ee9bdcc0f649ab,119,97
305,mnesmith,mnesmith.10000.0304@gmail.marketingclouddemo.com,b72c998132d5b102b3a768701e4e2656,100000304,00ebdce33d434a497f,196,75
306,cmichaels,cmichaels.10000.0305@gmail.marketingclouddemo.com,82ccaf27e5d8c68ad7a3917e34019be9,100000305,009a736c7e6fe04f81,68,27
307,dwoodworth,dwoodworth.10000.0306@gmail.marketingclouddemo.com,884ca9a05ff8d52562d951dc84c5f27c,100000306,0019563828b8644ba2,84,52
308,egould,egould.10000.0307@hotmail.marketingclouddemo.com,3bb0a7c840bf15762f094d565808fa0d,100000307,00933dd69f872c40f8,239,144
309,mpruett,mpruett.10000.0308@hotmail.marketingclouddemo.com,54843642cdfc62905f5da6325e1ab391,100000308,0075cd0f0bb8a74a0e,344,48
310,cgriggs,cgriggs.10000.0309@gmail.marketingclouddemo.com,f700aa16421f74959486bc24fcc1c013,100000309,00f329cf837b954f41,205,4
311,trust,trust.10000.0310@aol.marketingclouddemo.com,9632a16ae04c04b9dc31fae06cff9acd,100000310,0083e92faa0e2e4eff,50,18
312,dvickery,dvickery.10000.0311@hotmail.marketingclouddemo.com,49de88eb91d022e97667de19efc016e7,100000311,005ca2b85bf0024771,173,59
313,cbrowning,cbrowning.10000.0312@gmail.marketingclouddemo.com,ba5ea462f8c71ed4280496b0a84eb26c,100000312,00f70f1701d3b64c62,240,11
314,bpearce,bpearce.10000.0313@verizon.marketingclouddemo.com,acc00f8042d1a4dab6f3ab7943887691,100000313,00929141b56a044fa3,177,66
315,fhardesty,fhardesty.10000.0314@gmail.marketingclouddemo.com,509169a763bb96301f5509cf9cf55760,100000314,009c8e667a3d2347c9,239,103
316,lbaggett,lbaggett.10000.0315@gmail.marketingclouddemo.com,e7e8b4ec480fc2ba22ee53f1502e4eae,100000315,006864efce74da42f9,28,13
317,lsmalls,lsmalls.10000.0316@gmail.marketingclouddemo.com,24b5899622c04ce94b593526fbedbd1e,100000316,00ed3ad28107b84525,334,108
318,ereichert,ereichert.10000.0317@hotmail.marketingclouddemo.com,695571adccf2f3bd749705e18c3b48af,100000317,006585b8cd5e4c4fce,253,68
319,lmcmahan,lmcmahan.10000.0318@hotmail.marketingclouddemo.com,8412a9be7998ce167f7707bc6b4ad65e,100000318,00ef50416d55614b29,325,310
320,lromero,lromero.10000.0319@yahoo.marketingclouddemo.com,5a86fca2f5c585d7937e47d57ad92117,100000319,006f3a5050f1e64775,84,76
321,fguerra,fguerra.10000.0320@yahoo.marketingclouddemo.com,8587a2bef6a40da8610ec87629e3cd82,100000320,0060747539239a4d02,204,92
322,tgillen,tgillen.10000.0321@yahoo.marketingclouddemo.com,fb162ef5ada6af7f839f97992b94b059,100000321,001a598a22b1274119,246,166
323,shatchett,shatchett.10000.0322@gmail.marketingclouddemo.com,499adf455dda03ceab8598780e45954b,100000322,0029716fb116e74c63,354,172
324,mlangston,mlangston.10000.0323@aol.marketingclouddemo.com,becd51752d6ebdb837f7a3656e7c4396,100000323,003498f33c467949e6,274,19
325,camaral,camaral.10000.0324@gmail.marketingclouddemo.com,87354615c811f229c1654b74fbfe0926,100000324,009123017ced98487a,53,46
326,gvillasenor,gvillasenor.10000.0325@hotmail.marketingclouddemo.com,5e1ad0f483264597181c91da15ee77b8,100000325,00725ec05312634e4f,304,16
327,jpence,jpence.10000.0326@aol.marketingclouddemo.com,da6df3f7e52831a16fe96fdcd1be974f,100000326,00ae74fde6a1b04962,149,88
328,imchugh,imchugh.10000.0327@yahoo.marketingclouddemo.com,e8a43d3dc45f79a55f297821bd707450,100000327,0088c63f6b767d4610,228,29
329,egladney,egladney.10000.0328@yahoo.marketingclouddemo.com,c47280c092947f87579cf01e2fdb0773,100000328,00ffe1ef4571004c68,178,47
330,pseifert,pseifert.10000.0329@gmail.marketingclouddemo.com,d6bcc7dbf07d6a8f77829b06e897aa1c,100000329,00e35848c94da240f5,281,43
331,lbrockman,lbrockman.10000.0330@gmail.marketingclouddemo.com,163fc36f5971d1a8974fa241d1623fe8,100000330,00e2d1b2e65bd24bca,265,17
332,cbacon,cbacon.10000.0331@yahoo.marketingclouddemo.com,46f35831af0e87227d657e013ef362be,100000331,0045a9e3b0dad14546,267,2
333,kfredrickson,kfredrickson.10000.0332@gmail.marketingclouddemo.com,cb2eae2adefe3647bd852feeefd56459,100000332,008bee29b7af434d1c,116,81
334,scarlin,scarlin.10000.0333@yahoo.marketingclouddemo.com,3c615c82b8fcba7078d3817f3339df25,100000333,00cbde375c9a2f4506,63,55
335,ystapleton,ystapleton.10000.0334@yahoo.marketingclouddemo.com,93b32045404e20cc09325b923fb69414,100000334,0057d4aae823b84faf,332,136
336,esamples,esamples.10000.0335@yahoo.marketingclouddemo.com,ffe7cc7bfc828605f2b438463c4b73cc,100000335,009083c4ac3a6045ae,198,9
337,dsibley,dsibley.10000.0336@hotmail.marketingclouddemo.com,a297a5391ce3725f035df5daebc3008f,100000336,00f0fb2272f57140b0,97,53
338,gposton,gposton.10000.0337@hotmail.marketingclouddemo.com,0d2c93a2eec804b8bee8966b409bbcbf,100000337,0092008bbe5e06471e,353,120
339,erea,erea.10000.0338@yahoo.marketingclouddemo.com,cb9b47dab35188a0b614c02c1d4350c0,100000338,00d4c1bd8e75d84d8f,236,225
340,mbean,mbean.10000.0339@yahoo.marketingclouddemo.com,42fb540819a8227d230bb29efe48593a,100000339,00f0ae8f9021d74708,286,131
341,cbrent,cbrent.10000.0340@gmail.marketingclouddemo.com,10117304b0860c688a5b018176e12086,100000340,0057f09f1628114340,46,34
342,mtipton,mtipton.10000.0341@hotmail.marketingclouddemo.com,de472191730d3af3964fa02c6c6136bf,100000341,00e946d9d07d8e430c,186,171
343,aboland,aboland.10000.0342@yahoo.marketingclouddemo.com,77af569d906ab0e369822ab82da1d653,100000342,00a08495450e5443a4,177,176
344,jdarnell,jdarnell.10000.0343@yahoo.marketingclouddemo.com,bb316384a8e63daf91e7009de49af5a8,100000343,007eb26c9075144e2a,192,91
345,bhorton,bhorton.10000.0344@yahoo.marketingclouddemo.com,a38f6e418f87a04ce40f015bf80dae56,100000344,0009661934e8b94be3,178,148
346,dfong,dfong.10000.0345@hotmail.marketingclouddemo.com,b50a6b3c7e0ca3da7fb0e69b6299f39c,100000345,00b15096c0e5634ff1,286,74
347,fhook,fhook.10000.0346@yahoo.marketingclouddemo.com,b24ccecf65f8cbd42e824f180238f75e,100000346,0097dddeb9f10445ff,55,15
348,aferrara,aferrara.10000.0347@gmail.marketingclouddemo.com,330622de70fbd944de87974e074e6866,100000347,0098bac06a6d854682,242,228
349,ssong,ssong.10000.0348@gmail.marketingclouddemo.com,bd592d242f2a1f64f45be84878af790f,100000348,0004d3354a45274c8f,141,85
350,tcarlin,tcarlin.10000.0349@yahoo.marketingclouddemo.com,6e2b0efc6e967b758a8618cf52a766b3,100000349,00f8ab082534cb4dbe,327,7
351,ddouglass,ddouglass.10000.0350@comcast.marketingclouddemo.com,78aee659f2b7c73227e12f4ade0c71b1,100000350,00f9052ae04e034190,313,264
352,gatwell,gatwell.10000.0351@yahoo.marketingclouddemo.com,8a797f3f1421910325944daf51165cae,100000351,0050bdba3fee2f4e5e,132,2
353,akyle,akyle.10000.0352@gmail.marketingclouddemo.com,caceb842fc00e4979613dcace910b9c6,100000352,00a2de4359f8ea4c6e,69,47
354,dandre,dandre.10000.0353@hotmail.marketingclouddemo.com,3e808b3b67c3e0b07f4cd4309af16777,100000353,003916ab6a9f094a1d,204,36
355,kworth,kworth.10000.0354@yahoo.marketingclouddemo.com,82655e40408f8d2cdd1803344b21135d,100000354,0010561bd79f3e45d4,115,98
356,jcarnes,jcarnes.10000.0355@yahoo.marketingclouddemo.com,1826465214aae6af538738ffacbce17b,100000355,008d987d509fed463f,352,226
357,cboudreau,cboudreau.10000.0356@yahoo.marketingclouddemo.com,06b94351561913e07c1438ec3746ca25,100000356,00c89a4861037b4b1d,205,157
358,kkasper,kkasper.10000.0357@gmail.marketingclouddemo.com,444fe63c0fb0be62028957c2884383e9,100000357,00967c37d98bab45bb,42,14
359,nfranklin,nfranklin.10000.0358@gmail.marketingclouddemo.com,efb00317e9086c987a53a62984ef4796,100000358,009c92cc285a4c4355,260,20
360,aallman,aallman.10000.0359@hotmail.marketingclouddemo.com,c5848e22e7b60627066c44cedeb162ae,100000359,00aa7bc3f7a29643fb,111,8
361,roconnor,roconnor.10000.0360@gmail.marketingclouddemo.com,daf723a84ec95702ff489d120a0d12b9,100000360,0089a3a9fc102449ad,130,33
362,abolin,abolin.10000.0361@hotmail.marketingclouddemo.com,d8e13519772f878986f5b95b05ff8e1e,100000361,0042748d36465e4305,23,14
363,jmeeker,jmeeker.10000.0362@gmail.marketingclouddemo.com,fe4ea274529a502aea2361b4ac505b5a,100000362,00d1822dd5b64b4a7c,76,51
364,rbanks,rbanks.10000.0363@gmail.marketingclouddemo.com,22867ba274223ed1f35505290d764647,100000363,0085b1d987f7b14c3e,35,25
365,hbruce,hbruce.10000.0364@aol.marketingclouddemo.com,1ec65b2469567063d0916da1d340b329,100000364,00ae838c81f8234fbe,357,103
366,mpendergrass,mpendergrass.10000.0365@yahoo.marketingclouddemo.com,7aff09baff0a6292f4b28dc7fdd3b7ce,100000365,00df47567ba8f24cce,255,192
367,mwester,mwester.10000.0366@gmail.marketingclouddemo.com,abfc7cf04fed946e8cc3fc7630e896b1,100000366,0034d62580f4ed4cf1,145,28
